time,loaded,inserted,running,waiting,ended,arrived,collisions,teleports,halting,stopped,meanWaitingTime,meanTravelTime,meanSpeed,meanSpeedRelative,discarded,duration
0.0,9,7,7,2,0,0,0,0,0,0,0.00,-1.00,13.22,0.95,0,0
1.0,9,8,8,1,0,0,0,0,0,0,0.12,-1.00,12.54,0.90,0,0
2.0,9,8,8,1,0,0,0,0,0,0,0.12,-1.00,12.46,0.90,0,0
3.0,9,9,9,0,0,0,0,0,0,0,0.44,-1.00,11.91,0.86,0,0
4.0,9,9,9,0,0,0,0,0,0,0,0.44,-1.00,12.2,0.88,0,0
5.0,9,9,9,0,0,0,0,0,0,0,0.44,-1.00,12.29,0.88,0,0
6.0,9,9,9,0,0,0,0,0,0,0,0.44,-1.00,12.33,0.89,0,0
7.0,9,9,9,0,0,0,0,0,0,0,0.44,-1.00,12.34,0.89,0,0
8.0,9,9,9,0,0,0,0,0,0,0,0.44,-1.00,12.75,0.92,0,0
9.0,9,9,9,0,0,0,0,0,0,0,0.44,-1.00,12.57,0.90,0,0
10.0,9,9,9,0,0,0,0,0,0,0,0.44,-1.00,12.82,0.92,0,0
11.0,9,9,9,0,0,0,0,0,0,0,0.44,-1.00,12.68,0.91,0,0
12.0,11,11,11,0,0,0,0,0,0,0,0.36,-1.00,12.61,0.91,0,0
13.0,11,11,11,0,0,0,0,0,0,0,0.36,-1.00,12.46,0.90,0,0
14.0,11,11,11,0,0,0,0,0,0,0,0.36,-1.00,12.69,0.91,0,0
15.0,13,13,13,0,0,0,0,0,0,0,0.31,-1.00,12.74,0.92,0,0
16.0,13,13,13,0,0,0,0,0,0,0,0.31,-1.00,12.7,0.91,0,0
17.0,13,13,13,0,0,0,0,0,0,0,0.31,-1.00,12.75,0.92,0,0
18.0,13,13,13,0,0,0,0,0,0,0,0.31,-1.00,12.71,0.91,0,0
19.0,13,13,13,0,0,0,0,0,0,0,0.31,-1.00,12.76,0.92,0,0
20.0,13,13,13,0,0,0,0,0,0,0,0.31,-1.00,12.5,0.90,0,0
21.0,13,13,13,0,0,0,0,0,0,0,0.31,-1.00,11.78,0.85,0,0
22.0,13,13,13,0,0,0,0,0,0,0,0.31,-1.00,10.32,0.74,0,0
23.0,13,13,13,0,0,0,0,0,0,0,0.31,-1.00,8.14,0.59,0,0
24.0,15,15,15,0,0,0,0,0,3,0,0.27,-1.00,7.55,0.54,0,1
25.0,15,15,15,0,0,0,0,0,3,0,0.27,-1.00,6.52,0.47,0,0
26.0,15,15,15,0,0,0,0,0,3,0,0.27,-1.00,5.93,0.43,0,0
27.0,15,15,15,0,0,0,0,0,2,0,0.27,-1.00,6.25,0.45,0,0
28.0,15,15,15,0,0,0,0,0,3,0,0.27,-1.00,6.62,0.48,0,0
29.0,15,15,15,0,0,0,0,0,3,0,0.27,-1.00,7.13,0.51,0,0
30.0,17,17,17,0,0,0,0,0,3,0,0.24,-1.00,8.27,0.59,0,0
31.0,17,17,17,0,0,0,0,0,4,0,0.24,-1.00,8.52,0.61,0,0
32.0,17,17,17,0,0,0,0,0,4,0,0.24,-1.00,8.77,0.63,0,0
33.0,17,17,17,0,0,0,0,0,4,0,0.24,-1.00,9.26,0.67,0,0
34.0,17,17,17,0,0,0,0,0,4,0,0.24,-1.00,9.14,0.66,0,0
35.0,17,17,17,0,0,0,0,0,4,0,0.24,-1.00,8.89,0.64,0,0
36.0,19,19,19,0,0,0,0,0,4,0,0.21,-1.00,9.02,0.65,0,0
37.0,19,19,19,0,0,0,0,0,4,0,0.21,-1.00,8.87,0.64,0,0
38.0,19,19,19,0,0,0,0,0,5,0,0.21,-1.00,8.74,0.63,0,0
39.0,19,19,19,0,0,0,0,0,5,0,0.21,-1.00,8.45,0.61,0,0
40.0,19,19,19,0,0,0,0,0,5,0,0.21,-1.00,8.67,0.62,0,0
41.0,19,19,19,0,0,0,0,0,4,0,0.21,-1.00,8.75,0.63,0,0
42.0,19,19,19,0,0,0,0,0,5,0,0.21,-1.00,9.1,0.65,0,0
43.0,19,19,19,0,0,0,0,0,5,0,0.21,-1.00,9.13,0.66,0,0
44.0,19,19,19,0,0,0,0,0,5,0,0.21,-1.00,9.13,0.66,0,0
45.0,21,21,21,0,0,0,0,0,5,0,0.19,-1.00,9.28,0.67,0,0
46.0,21,21,21,0,0,0,0,0,5,0,0.19,-1.00,8.89,0.64,0,1
47.0,21,21,21,0,0,0,0,0,5,0,0.19,-1.00,8.7,0.63,0,0
48.0,23,23,23,0,0,0,0,0,5,0,0.17,-1.00,9.03,0.65,0,0
49.0,23,23,22,0,1,1,0,0,6,0,0.17,49.00,8.72,0.63,0,0
50.0,23,23,22,0,1,1,0,0,7,0,0.17,49.00,8.93,0.64,0,0
51.0,23,23,22,0,1,1,0,0,7,0,0.17,49.00,8.75,0.63,0,0
52.0,23,23,21,0,2,2,0,0,7,0,0.17,50.50,8.26,0.59,0,0
53.0,23,23,20,0,3,3,0,0,7,0,0.17,51.33,7.59,0.55,0,0
54.0,23,23,20,0,3,3,0,0,7,0,0.17,51.33,7.41,0.53,0,0
55.0,23,23,19,0,4,4,0,0,8,0,0.17,52.00,6.69,0.48,0,0
56.0,23,23,19,0,4,4,0,0,9,0,0.17,52.00,6.77,0.49,0,1
57.0,23,23,19,0,4,4,0,0,9,0,0.17,52.00,6.62,0.48,0,0
58.0,23,23,19,0,4,4,0,0,9,0,0.17,52.00,6.37,0.46,0,0
59.0,23,23,19,0,4,4,0,0,9,0,0.17,52.00,6.03,0.43,0,0
60.0,29,28,22,1,6,6,0,0,9,0,0.14,51.67,6.52,0.47,0,0
61.0,29,29,23,0,6,6,0,0,9,0,0.17,51.67,6.37,0.46,0,0
62.0,29,29,22,0,7,7,0,0,11,0,0.17,51.00,5.99,0.43,0,0
63.0,29,29,22,0,7,7,0,0,8,0,0.17,51.00,6.19,0.45,0,1
64.0,29,29,22,0,7,7,0,0,6,0,0.17,51.00,6.61,0.48,0,0
65.0,29,29,22,0,7,7,0,0,4,0,0.17,51.00,6.91,0.50,0,0
66.0,29,29,22,0,7,7,0,0,3,0,0.17,51.00,7.2,0.52,0,0
67.0,29,29,22,0,7,7,0,0,3,0,0.17,51.00,7.05,0.51,0,0
68.0,29,29,21,0,8,8,0,0,3,0,0.17,53.12,6.63,0.48,0,0
69.0,29,29,21,0,8,8,0,0,4,0,0.17,53.12,6.59,0.47,0,0
70.0,29,29,21,0,8,8,0,0,5,0,0.17,53.12,6.7,0.48,0,0
71.0,29,29,21,0,8,8,0,0,5,0,0.17,53.12,6.69,0.48,0,0
72.0,31,31,23,0,8,8,0,0,5,0,0.16,53.12,7.61,0.55,0,0
73.0,31,31,23,0,8,8,0,0,5,0,0.16,53.12,7.69,0.55,0,0
74.0,31,31,23,0,8,8,0,0,5,0,0.16,53.12,7.83,0.56,0,0
75.0,33,33,25,0,8,8,0,0,5,0,0.15,53.12,8.42,0.61,0,0
76.0,33,33,25,0,8,8,0,0,5,0,0.15,53.12,8.51,0.61,0,0
77.0,33,33,25,0,8,8,0,0,5,0,0.15,53.12,8.96,0.64,0,0
78.0,33,33,25,0,8,8,0,0,5,0,0.15,53.12,9.06,0.65,0,0
79.0,33,33,25,0,8,8,0,0,5,0,0.15,53.12,9.3,0.67,0,0
80.0,33,33,25,0,8,8,0,0,5,0,0.15,53.12,9.32,0.67,0,0
81.0,33,33,25,0,8,8,0,0,5,0,0.15,53.12,9.43,0.68,0,0
82.0,33,33,25,0,8,8,0,0,5,0,0.15,53.12,9.23,0.66,0,0
83.0,33,33,25,0,8,8,0,0,5,0,0.15,53.12,9.11,0.66,0,1
84.0,35,35,27,0,8,8,0,0,5,0,0.14,53.12,9.01,0.65,0,0
85.0,35,35,27,0,8,8,0,0,6,0,0.14,53.12,8.37,0.60,0,0
86.0,35,35,27,0,8,8,0,0,6,0,0.14,53.12,8.07,0.58,0,0
87.0,35,35,27,0,8,8,0,0,7,0,0.14,53.12,7.95,0.57,0,0
88.0,35,35,26,0,9,9,0,0,7,0,0.14,57.00,7.86,0.57,0,0
89.0,35,35,26,0,9,9,0,0,7,0,0.14,57.00,8.13,0.58,0,0
90.0,40,39,30,1,9,9,0,0,7,0,0.13,57.00,9.08,0.65,0,0
91.0,40,39,30,1,9,9,0,0,8,0,0.13,57.00,9.07,0.65,0,1
92.0,40,40,30,0,10,10,0,0,8,0,0.17,59.30,9.07,0.65,0,0
93.0,40,40,28,0,12,12,0,0,8,0,0.17,63.92,8.93,0.64,0,0
94.0,40,40,27,0,13,13,0,0,8,0,0.17,64.38,8.57,0.62,0,0
95.0,40,40,26,0,14,14,0,0,8,0,0.17,64.86,7.82,0.56,0,0
96.0,42,42,28,0,14,14,0,0,8,0,0.17,64.86,7.75,0.56,0,0
97.0,42,42,27,0,15,15,0,0,8,0,0.17,64.60,7.24,0.52,0,0
98.0,42,42,27,0,15,15,0,0,10,0,0.17,64.60,7.37,0.53,0,0
99.0,42,42,27,0,15,15,0,0,10,0,0.17,64.60,7.37,0.53,0,0
100.0,42,42,26,0,16,16,0,0,10,0,0.17,63.81,7.46,0.54,0,0
101.0,42,42,26,0,16,16,0,0,10,0,0.17,63.81,7.56,0.54,0,0
102.0,42,42,25,0,17,17,0,0,10,0,0.17,63.94,7.57,0.54,0,0
103.0,42,42,24,0,18,18,0,0,10,0,0.17,63.44,7.38,0.53,0,0
104.0,42,42,24,0,18,18,0,0,10,0,0.17,63.44,7.48,0.54,0,0
105.0,44,44,26,0,18,18,0,0,10,0,0.16,63.44,7.75,0.56,0,0
106.0,44,44,26,0,18,18,0,0,10,0,0.16,63.44,7.39,0.53,0,0
107.0,44,44,26,0,18,18,0,0,10,0,0.16,63.44,7.19,0.52,0,0
108.0,46,46,28,0,18,18,0,0,10,0,0.15,63.44,7.52,0.54,0,0
109.0,46,46,28,0,18,18,0,0,10,0,0.15,63.44,7.27,0.52,0,0
110.0,46,46,27,0,19,19,0,0,10,0,0.15,62.74,6.82,0.49,0,0
111.0,46,46,27,0,19,19,0,0,10,0,0.15,62.74,6.61,0.48,0,0
112.0,46,46,26,0,20,20,0,0,10,0,0.15,62.20,5.99,0.43,0,0
113.0,46,46,26,0,20,20,0,0,11,0,0.15,62.20,5.95,0.43,0,0
114.0,46,46,26,0,20,20,0,0,12,0,0.15,62.20,5.82,0.42,0,0
115.0,46,46,26,0,20,20,0,0,14,0,0.15,62.20,5.75,0.41,0,0
116.0,46,46,26,0,20,20,0,0,14,0,0.15,62.20,5.89,0.42,0,0
117.0,46,46,26,0,20,20,0,0,11,0,0.15,62.20,6.01,0.43,0,1
118.0,46,46,25,0,21,21,0,0,9,0,0.15,64.86,6.02,0.43,0,0
119.0,46,46,25,0,21,21,0,0,7,0,0.15,64.86,6.02,0.43,0,0
120.0,52,51,30,1,21,21,0,0,5,0,0.14,64.86,7.44,0.54,0,0
121.0,52,52,30,0,22,22,0,0,4,0,0.15,64.14,7.72,0.56,0,0
122.0,52,52,30,0,22,22,0,0,4,0,0.15,64.14,8.14,0.59,0,1
123.0,52,52,30,0,22,22,0,0,4,0,0.15,64.14,8.55,0.62,0,0
124.0,52,52,29,0,23,23,0,0,4,0,0.15,63.61,8.64,0.62,0,0
125.0,52,52,29,0,23,23,0,0,4,0,0.15,63.61,8.81,0.63,0,0
126.0,52,52,29,0,23,23,0,0,4,0,0.15,63.61,9.27,0.67,0,0
127.0,52,52,29,0,23,23,0,0,4,0,0.15,63.61,9.33,0.67,0,0
128.0,52,52,29,0,23,23,0,0,4,0,0.15,63.61,9.64,0.69,0,0
129.0,52,52,29,0,23,23,0,0,4,0,0.15,63.61,9.68,0.70,0,0
130.0,52,52,29,0,23,23,0,0,4,0,0.15,63.61,9.44,0.68,0,0
131.0,52,52,29,0,23,23,0,0,5,0,0.15,63.61,9.47,0.68,0,1
132.0,54,54,29,0,25,25,0,0,5,0,0.15,62.36,9.62,0.69,0,0
133.0,54,54,29,0,25,25,0,0,6,0,0.15,62.36,9.57,0.69,0,0
134.0,54,54,29,0,25,25,0,0,6,0,0.15,62.36,9.61,0.69,0,0
135.0,56,56,31,0,25,25,0,0,6,0,0.14,62.36,10.13,0.73,0,0
136.0,56,56,30,0,26,26,0,0,6,0,0.14,61.73,9.9,0.71,0,0
137.0,56,56,30,0,26,26,0,0,6,0,0.14,61.73,9.91,0.71,0,0
138.0,56,56,30,0,26,26,0,0,6,0,0.14,61.73,9.99,0.72,0,0
139.0,56,56,30,0,26,26,0,0,6,0,0.14,61.73,10.06,0.72,0,0
140.0,56,56,30,0,26,26,0,0,6,0,0.14,61.73,10.03,0.72,0,0
141.0,56,56,30,0,26,26,0,0,5,0,0.14,61.73,9.76,0.70,0,0
142.0,56,56,30,0,26,26,0,0,5,0,0.14,61.73,9.47,0.68,0,0
143.0,56,56,29,0,27,27,0,0,5,0,0.14,63.63,8.93,0.64,0,0
144.0,58,58,31,0,27,27,0,0,6,0,0.14,63.63,8.88,0.64,0,0
145.0,58,58,30,0,28,28,0,0,6,0,0.14,65.46,8.43,0.61,0,0
146.0,58,58,29,0,29,29,0,0,7,0,0.14,66.69,8.23,0.59,0,0
147.0,58,58,28,0,30,30,0,0,9,0,0.14,67.87,7.97,0.57,0,1
148.0,58,58,27,0,31,31,0,0,9,0,0.14,68.52,7.86,0.57,0,0
149.0,58,58,26,0,32,32,0,0,10,0,0.14,68.69,7.75,0.56,0,0
150.0,60,60,28,0,32,32,0,0,10,0,0.13,68.69,8.15,0.59,0,0
151.0,60,60,26,0,34,34,0,0,10,0,0.13,69.12,7.59,0.55,0,0
152.0,60,60,26,0,34,34,0,0,10,0,0.13,69.12,7.5,0.54,0,0
153.0,60,60,23,0,37,37,0,0,7,0,0.13,69.41,7.04,0.51,0,0
154.0,60,60,23,0,37,37,0,0,5,0,0.13,69.41,7.34,0.53,0,0
155.0,60,60,22,0,38,38,0,0,4,0,0.13,69.29,6.87,0.49,0,0
156.0,62,62,24,0,38,38,0,0,3,0,0.13,69.29,7.35,0.53,0,0
157.0,62,62,23,0,39,39,0,0,3,0,0.13,69.18,6.94,0.50,0,0
158.0,62,62,23,0,39,39,0,0,4,0,0.13,69.18,6.97,0.50,0,0
159.0,62,62,23,0,39,39,0,0,5,0,0.13,69.18,7.34,0.53,0,0
160.0,62,62,22,0,40,40,0,0,5,0,0.13,68.83,7.53,0.54,0,0
161.0,62,62,22,0,40,40,0,0,5,0,0.13,68.83,7.64,0.55,0,0
162.0,62,62,22,0,40,40,0,0,5,0,0.13,68.83,7.78,0.56,0,0
163.0,62,62,22,0,40,40,0,0,5,0,0.13,68.83,8.1,0.58,0,1
164.0,62,62,22,0,40,40,0,0,5,0,0.13,68.83,8.07,0.58,0,0
165.0,64,64,24,0,40,40,0,0,5,0,0.12,68.83,8.55,0.61,0,0
166.0,64,64,24,0,40,40,0,0,5,0,0.12,68.83,8.59,0.62,0,0
167.0,64,64,24,0,40,40,0,0,5,0,0.12,68.83,8.52,0.61,0,0
168.0,66,66,26,0,40,40,0,0,5,0,0.12,68.83,8.93,0.64,0,0
169.0,66,66,25,0,41,41,0,0,5,0,0.12,69.80,9.0,0.65,0,0
170.0,66,66,24,0,42,42,0,0,5,0,0.12,69.33,8.98,0.65,0,0
171.0,66,66,24,0,42,42,0,0,5,0,0.12,69.33,8.92,0.64,0,0
172.0,66,66,24,0,42,42,0,0,5,0,0.12,69.33,8.83,0.64,0,1
173.0,66,66,24,0,42,42,0,0,5,0,0.12,69.33,8.83,0.64,0,0
174.0,66,66,24,0,42,42,0,0,6,0,0.12,69.33,8.8,0.63,0,0
175.0,66,66,24,0,42,42,0,0,6,0,0.12,69.33,8.95,0.64,0,0
176.0,66,66,24,0,42,42,0,0,6,0,0.12,69.33,8.88,0.64,0,0
177.0,66,66,24,0,42,42,0,0,7,0,0.12,69.33,8.77,0.63,0,0
178.0,66,66,24,0,42,42,0,0,7,0,0.12,69.33,8.55,0.62,0,0
179.0,66,66,22,0,44,44,0,0,7,0,0.12,70.09,7.59,0.55,0,0
180.0,75,73,29,2,44,44,0,0,7,0,0.11,70.09,8.99,0.65,0,0
181.0,75,74,29,1,45,45,0,0,7,0,0.12,70.42,8.67,0.62,0,1
182.0,75,74,28,1,46,46,0,0,7,0,0.12,70.50,8.74,0.63,0,0
183.0,75,75,28,0,47,47,0,0,7,0,0.16,70.60,8.66,0.62,0,0
184.0,75,75,28,0,47,47,0,0,7,0,0.16,70.60,8.48,0.61,0,0
185.0,75,75,28,0,47,47,0,0,7,0,0.16,70.60,8.47,0.61,0,0
186.0,75,75,28,0,47,47,0,0,7,0,0.16,70.60,8.25,0.59,0,0
187.0,75,75,28,0,47,47,0,0,7,0,0.16,70.60,8.22,0.59,0,0
188.0,75,75,28,0,47,47,0,0,8,0,0.16,70.60,8.39,0.60,0,0
189.0,75,75,27,0,48,48,0,0,9,0,0.16,70.56,7.99,0.57,0,0
190.0,75,75,26,0,49,49,0,0,9,0,0.16,70.55,7.78,0.56,0,1
191.0,75,75,26,0,49,49,0,0,9,0,0.16,70.55,7.56,0.54,0,0
192.0,77,77,27,0,50,50,0,0,9,0,0.16,70.34,7.7,0.55,0,0
193.0,77,77,27,0,50,50,0,0,9,0,0.16,70.34,7.65,0.55,0,0
194.0,77,77,25,0,52,52,0,0,9,0,0.16,69.79,7.35,0.53,0,0
195.0,79,79,27,0,52,52,0,0,9,0,0.15,69.79,8.08,0.58,0,0
196.0,79,79,26,0,53,53,0,0,9,0,0.15,69.45,8.03,0.58,0,0
197.0,79,79,26,0,53,53,0,0,9,0,0.15,69.45,8.21,0.59,0,0
198.0,79,79,26,0,53,53,0,0,9,0,0.15,69.45,8.31,0.60,0,1
199.0,79,79,26,0,53,53,0,0,9,0,0.15,69.45,8.27,0.60,0,0
200.0,79,79,26,0,53,53,0,0,9,0,0.15,69.45,8.17,0.59,0,0
201.0,79,79,26,0,53,53,0,0,9,0,0.15,69.45,7.38,0.53,0,0
202.0,79,79,26,0,53,53,0,0,9,0,0.15,69.45,6.36,0.46,0,0
203.0,79,79,26,0,53,53,0,0,10,0,0.15,69.45,5.46,0.39,0,0
204.0,81,81,28,0,53,53,0,0,11,0,0.15,69.45,5.7,0.41,0,0
205.0,81,81,27,0,54,54,0,0,12,0,0.15,69.07,5.25,0.38,0,0
206.0,81,81,26,0,55,55,0,0,13,0,0.15,68.73,4.88,0.35,0,0
207.0,81,81,26,0,55,55,0,0,12,0,0.15,68.73,5.42,0.39,0,1
208.0,81,81,26,0,55,55,0,0,10,0,0.15,68.73,5.92,0.43,0,0
209.0,81,81,26,0,55,55,0,0,8,0,0.15,68.73,6.39,0.46,0,0
210.0,83,83,28,0,55,55,0,0,6,0,0.14,68.73,7.37,0.53,0,0
211.0,83,83,28,0,55,55,0,0,4,0,0.14,68.73,7.86,0.57,0,0
212.0,83,83,28,0,55,55,0,0,4,0,0.14,68.73,8.17,0.59,0,0
213.0,83,83,28,0,55,55,0,0,3,0,0.14,68.73,8.51,0.61,0,0
214.0,83,83,28,0,55,55,0,0,2,0,0.14,68.73,8.97,0.65,0,0
215.0,83,83,28,0,55,55,0,0,2,0,0.14,68.73,9.0,0.65,0,0
216.0,85,85,30,0,55,55,0,0,2,0,0.14,68.73,9.62,0.69,0,1
217.0,85,85,29,0,56,56,0,0,3,0,0.14,68.38,9.76,0.70,0,0
218.0,85,85,28,0,57,57,0,0,4,0,0.14,68.05,10.03,0.72,0,0
219.0,85,85,28,0,57,57,0,0,4,0,0.14,68.05,10.28,0.74,0,0
220.0,85,85,28,0,57,57,0,0,4,0,0.14,68.05,10.41,0.75,0,0
221.0,85,85,28,0,57,57,0,0,4,0,0.14,68.05,10.35,0.74,0,0
222.0,85,85,28,0,57,57,0,0,4,0,0.14,68.05,10.44,0.75,0,0
223.0,85,85,28,0,57,57,0,0,4,0,0.14,68.05,10.5,0.76,0,0
224.0,85,85,28,0,57,57,0,0,4,0,0.14,68.05,10.62,0.76,0,0
225.0,87,87,30,0,57,57,0,0,4,0,0.14,68.05,10.62,0.76,0,0
226.0,87,87,30,0,57,57,0,0,4,0,0.14,68.05,10.26,0.74,0,0
227.0,87,87,30,0,57,57,0,0,5,0,0.14,68.05,10.27,0.74,0,0
228.0,89,89,29,0,60,60,0,0,5,0,0.13,67.05,10.24,0.74,0,0
229.0,89,89,29,0,60,60,0,0,6,0,0.13,67.05,10.16,0.73,0,0
230.0,89,89,29,0,60,60,0,0,6,0,0.13,67.05,10.32,0.74,0,0
231.0,89,89,29,0,60,60,0,0,5,0,0.13,67.05,10.2,0.73,0,0
232.0,89,89,29,0,60,60,0,0,5,0,0.13,67.05,9.91,0.71,0,1
233.0,89,89,27,0,62,62,0,0,5,0,0.13,68.53,9.43,0.68,0,0
234.0,89,89,27,0,62,62,0,0,6,0,0.13,68.53,9.3,0.67,0,0
235.0,89,89,26,0,63,63,0,0,7,0,0.13,69.03,9.15,0.66,0,0
236.0,89,89,26,0,63,63,0,0,7,0,0.13,69.03,8.76,0.63,0,0
237.0,89,89,24,0,65,65,0,0,7,0,0.13,70.26,8.22,0.59,0,0
238.0,89,89,24,0,65,65,0,0,7,0,0.13,70.26,8.01,0.58,0,0
239.0,89,89,22,0,67,67,0,0,7,0,0.13,70.82,7.34,0.53,0,0
240.0,95,94,27,1,67,67,0,0,7,0,0.13,70.82,8.68,0.62,0,1
241.0,95,95,26,0,69,69,0,0,9,0,0.14,70.97,8.16,0.59,0,0
242.0,95,95,25,0,70,70,0,0,9,0,0.14,70.84,8.15,0.59,0,0
243.0,95,95,25,0,70,70,0,0,6,0,0.14,70.84,8.38,0.60,0,0
244.0,95,95,24,0,71,71,0,0,4,0,0.14,70.54,8.4,0.60,0,0
245.0,95,95,23,0,72,72,0,0,2,0,0.14,70.46,8.61,0.62,0,0
246.0,95,95,23,0,72,72,0,0,2,0,0.14,70.46,8.83,0.64,0,0
247.0,95,95,22,0,73,73,0,0,2,0,0.14,70.40,8.49,0.61,0,0
248.0,95,95,21,0,74,74,0,0,2,0,0.14,70.32,8.03,0.58,0,0
249.0,95,95,21,0,74,74,0,0,2,0,0.14,70.32,8.11,0.58,0,0
250.0,95,95,21,0,74,74,0,0,3,0,0.14,70.32,8.12,0.58,0,0
251.0,95,95,20,0,75,75,0,0,4,0,0.14,70.13,7.78,0.56,0,0
252.0,97,97,22,0,75,75,0,0,4,0,0.13,70.13,8.24,0.59,0,0
253.0,97,97,22,0,75,75,0,0,4,0,0.13,70.13,8.72,0.63,0,0
254.0,97,97,22,0,75,75,0,0,4,0,0.13,70.13,9.11,0.66,0,0
255.0,99,99,24,0,75,75,0,0,4,0,0.13,70.13,9.51,0.68,0,0
256.0,99,99,24,0,75,75,0,0,4,0,0.13,70.13,9.57,0.69,0,0
257.0,99,99,24,0,75,75,0,0,4,0,0.13,70.13,10.09,0.73,0,1
258.0,99,99,24,0,75,75,0,0,4,0,0.13,70.13,10.19,0.73,0,0
259.0,99,99,23,0,76,76,0,0,4,0,0.13,70.25,10.36,0.74,0,0
260.0,99,99,23,0,76,76,0,0,4,0,0.13,70.25,10.17,0.73,0,0
261.0,99,99,23,0,76,76,0,0,4,0,0.13,70.25,9.62,0.69,0,0
262.0,99,99,23,0,76,76,0,0,4,0,0.13,70.25,8.67,0.62,0,0
263.0,99,99,23,0,76,76,0,0,5,0,0.13,70.25,8.12,0.58,0,0
264.0,101,101,25,0,76,76,0,0,6,0,0.13,70.25,8.23,0.59,0,0
265.0,101,101,25,0,76,76,0,0,6,0,0.13,70.25,8.15,0.59,0,0
266.0,101,101,25,0,76,76,0,0,8,0,0.13,70.25,8.08,0.58,0,0
267.0,101,101,25,0,76,76,0,0,8,0,0.13,70.25,8.18,0.59,0,0
268.0,101,101,24,0,77,77,0,0,8,0,0.13,70.32,8.19,0.59,0,1
269.0,101,101,23,0,78,78,0,0,8,0,0.13,70.56,8.1,0.58,0,0
270.0,106,105,26,1,79,79,0,0,8,0,0.12,70.66,8.84,0.64,0,0
271.0,106,105,26,1,79,79,0,0,8,0,0.12,70.66,8.85,0.64,0,0
272.0,106,106,26,0,80,80,0,0,8,0,0.14,70.62,8.93,0.64,0,0
273.0,106,106,25,0,81,81,0,0,8,0,0.14,70.60,8.74,0.63,0,0
274.0,106,106,25,0,81,81,0,0,8,0,0.14,70.60,8.53,0.61,0,0
275.0,106,106,25,0,81,81,0,0,8,0,0.14,70.60,8.01,0.58,0,0
276.0,108,108,25,0,83,83,0,0,9,0,0.14,70.35,7.55,0.54,0,1
277.0,108,108,25,0,83,83,0,0,9,0,0.14,70.35,7.37,0.53,0,0
278.0,108,108,25,0,83,83,0,0,10,0,0.14,70.35,7.13,0.51,0,0
279.0,108,108,24,0,84,84,0,0,10,0,0.14,70.12,6.77,0.49,0,0
280.0,108,108,24,0,84,84,0,0,10,0,0.14,70.12,6.82,0.49,0,0
281.0,108,108,23,0,85,85,0,0,10,0,0.14,69.92,6.5,0.47,0,0
282.0,108,108,23,0,85,85,0,0,10,0,0.14,69.92,6.67,0.48,0,0
283.0,108,108,23,0,85,85,0,0,10,0,0.14,69.92,6.83,0.49,0,0
284.0,108,108,23,0,85,85,0,0,10,0,0.14,69.92,6.91,0.50,0,0
285.0,110,110,25,0,85,85,0,0,10,0,0.14,69.92,7.46,0.54,0,1
286.0,110,110,25,0,85,85,0,0,10,0,0.14,69.92,7.24,0.52,0,0
287.0,110,110,25,0,85,85,0,0,10,0,0.14,69.92,7.15,0.51,0,0
288.0,112,112,26,0,86,86,0,0,10,0,0.13,69.66,7.19,0.52,0,0
289.0,112,112,26,0,86,86,0,0,10,0,0.13,69.66,6.77,0.49,0,0
290.0,112,112,26,0,86,86,0,0,10,0,0.13,69.66,6.33,0.46,0,0
291.0,112,112,26,0,86,86,0,0,10,0,0.13,69.66,5.8,0.42,0,0
292.0,112,112,26,0,86,86,0,0,12,0,0.13,69.66,5.49,0.40,0,0
293.0,112,112,25,0,87,87,0,0,13,0,0.13,69.47,5.09,0.37,0,1
294.0,112,112,25,0,87,87,0,0,14,0,0.13,69.47,5.23,0.38,0,0
295.0,112,112,25,0,87,87,0,0,14,0,0.13,69.47,5.13,0.37,0,0
296.0,112,112,25,0,87,87,0,0,14,0,0.13,69.47,5.32,0.38,0,0
297.0,112,112,25,0,87,87,0,0,11,0,0.13,69.47,5.6,0.40,0,0
298.0,112,112,25,0,87,87,0,0,9,0,0.13,69.47,5.6,0.40,0,0
299.0,112,112,25,0,87,87,0,0,7,0,0.13,69.47,5.79,0.42,0,0
300.0,118,117,30,1,87,87,0,0,5,0,0.13,69.47,7.18,0.52,0,1
301.0,118,118,31,0,87,87,0,0,3,0,0.14,69.47,7.47,0.54,0,0
302.0,118,118,31,0,87,87,0,0,4,0,0.14,69.47,7.77,0.56,0,0
303.0,118,118,31,0,87,87,0,0,4,0,0.14,69.47,8.36,0.60,0,0
304.0,118,118,30,0,88,88,0,0,4,0,0.14,69.27,8.63,0.62,0,0
305.0,118,118,30,0,88,88,0,0,4,0,0.14,69.27,9.08,0.65,0,0
306.0,118,118,30,0,88,88,0,0,4,0,0.14,69.27,9.59,0.69,0,0
307.0,118,118,30,0,88,88,0,0,4,0,0.14,69.27,9.67,0.70,0,1
308.0,118,118,30,0,88,88,0,0,4,0,0.14,69.27,9.98,0.72,0,0
309.0,118,118,30,0,88,88,0,0,4,0,0.14,69.27,10.02,0.72,0,0
310.0,118,118,29,0,89,89,0,0,4,0,0.14,69.15,9.87,0.71,0,0
311.0,118,118,29,0,89,89,0,0,4,0,0.14,69.15,9.73,0.70,0,0
312.0,120,120,30,0,90,90,0,0,5,0,0.13,68.91,9.97,0.72,0,0
313.0,120,120,30,0,90,90,0,0,6,0,0.13,68.91,10.02,0.72,0,0
314.0,120,120,30,0,90,90,0,0,6,0,0.13,68.91,10.02,0.72,0,0
